Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_m7F7NL.title:zcy6km0umg1w,pt-PT,,,How do the three products work together?,Como os três produtos funcionam em conjunto?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_m7F7NL.content:2xp932horsvbh,pt-PT,,,"<ul><li><strong>RESHAPE Shot</strong> supports metabolic activity and energy use</li><li><strong>RESHAPE Balance</strong> helps manage mood and stress-related cravings</li><li><strong>RESHAPE Control</strong> supports satiety and appetite regulation<br/></li></ul><p>Together, they help align physical, emotional, and behavioral aspects of weight management.</p>","<ul><li><strong>RESHAPE Shot</strong> apoia a atividade metabólica e o uso de energia</li><li><strong>RESHAPE Balance</strong> contribui para o controlo do humor e dos desejos relacionados com o stress</li><li><strong>RESHAPE Control</strong> apoia a saciedade e a regulação do apetite<br/></li></ul><p>Juntos, eles auxiliam a alinhar os aspetos físicos, emocionais e comportamentais da gestão do peso.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_kNYYfJ.title:2zoszxdzcy4ck,pt-PT,,,Who is the RESHAPE Bundle for?,A quem se destina o Bundle RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_kNYYfJ.content:307f00hg2byh9,pt-PT,,,"<p>The RESHAPE Bundle is intended for adults who want to support weight management and fat metabolism in a balanced, health-focused way—especially those seeking a sustainable alternative to extreme dieting or short-term solutions.</p>","<p>O Bundle RESHAPE destina-se a adultos que desejam apoiar o controlo de peso e o metabolismo de gordura de forma equilibrada e focada na saúde, especialmente aqueles que procuram uma alternativa sustentável a dietas extremas ou soluções de curto prazo.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_QwpgJQ.title:blyozldnyj3b,pt-PT,,,How do I take the RESHAPE Bundle throughout the day?,Como devo tomar o RESHAPE Bundle ao longo do dia?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_QwpgJQ.content:txfki6de7a3y,pt-PT,,,"<p><strong>RESHAPE Shot</strong>: 1 shot daily, before lunch or physical activity</p><p><strong>RESHAPE Balance</strong>: 2 gummies in the late afternoon or evening</p><p><strong>RESHAPE Control</strong>: 1 gummy before lunch and 1 before dinner<br/></p><p>Follow the instructions on each product label for best results.</p>","<p><strong>RESHAPE Shot</strong>: 1 dose diária, antes do almoço ou da atividade física</p><p><strong>RESHAPE Balance</strong>: 2 gomas no final da tarde ou à noite</p><p><strong>RESHAPE Control</strong>: 1 goma antes do almoço e 1 antes do jantar<br/></p><p>Siga as instruções na etiqueta de cada produto para obter melhores resultados.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_zFX464.title:30e1dfpzixwxr,pt-PT,,,When will I notice results from the RESHAPE Bundle?,Quando é que notarei os resultados do Bundle RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_zFX464.content:ulf2eypugrsm,pt-PT,,,"<p>Individual responses vary. Some people notice improved appetite control or energy within days, while more consistent body composition and metabolic support typically develop with regular daily use.</p>","<p>As respostas individuais variam. Algumas pessoas notam uma melhoria no controlo do apetite ou na energia em poucos dias, enquanto uma composição corporal mais consistente e um suporte metabólico geralmente se desenvolvem com o uso diário regular.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_UUexRJ.title:sfovwjfgcy4o,pt-PT,,,Do I need to follow a specific diet while using the RESHAPE Bundle?,É necessário seguir uma dieta específica enquanto estiver a utilizar o Bundle RESHAPE?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_UUexRJ.content:3pq30c8kvbptt,pt-PT,,,"<p>The RESHAPE Bundle is designed to support a <strong>healthy, balanced lifestyle</strong>. It works best when combined with a balanced diet and regular physical activity, rather than restrictive or extreme dieting.</p>","<p>O Bundle RESHAPE foi concebido para apoiar um <strong>estilo de vida saudável e equilibrado</strong>. Funciona melhor quando combinado com uma dieta equilibrada e atividade física regular, em vez de dietas restritivas ou extremas.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_xWRRq6.title:2qmpidp8czecl,pt-PT,,,Does the RESHAPE Bundle contain stimulants?,O bundle RESHAPE contém estimulantes?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_xWRRq6.content:1i97aeaalh5ws,pt-PT,,,"<p>The bundle does not rely on heavy stimulation. While <strong>RESHAPE Shot</strong> contains natural caffeine from guarana, the overall system is designed to support steady energy and balance rather than spikes or crashes.</p>","<p>O bundle não depende de estimulação intensa. Embora <strong>o RESHAPE Shot</strong> contenha cafeína natural proveniente do guaraná, o sistema geral foi concebido para proporcionar energia constante e equilíbrio, em vez de picos ou quedas bruscas.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_3MVFiN.title:21ovzz62pny84,pt-PT,,,Is the RESHAPE Bundle safe for daily use?,O bundle RESHAPE é seguro para uso diário?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_3MVFiN.content:2c931n7uwfuml,pt-PT,,,"<p>When taken as directed, the RESHAPE Bundle is formulated for <strong>daily use</strong>. Do not exceed the recommended intake for each product. If you have a medical condition or concerns, consult a healthcare professional before use.</p>","<p>Quando tomado conforme as instruções, o RESHAPE Bundle é formulado para <strong>uso diário</strong>. Não exceda a ingestão recomendada para cada produto. Se tiver alguma condição médica ou dúvida, consulte um profissional de saúde antes de usar.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_6wEcWL.title:3ozeqtzj9cv9t,pt-PT,,,Can I use only one or two products instead of the full bundle?,É possível utilizar apenas um ou dois produtos em vez do bundle completo?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_6wEcWL.content:18hi04b5iavfc,pt-PT,,,"<p>Yes. Each product can be used individually. However, the RESHAPE Bundle is designed to deliver the greatest benefit when all three are used together, as they address different aspects of weight management.</p>","<p>Sim. Cada produto pode ser utilizado individualmente. No entanto, o Bundle RESHAPE foi concebido para proporcionar o máximo benefício quando os três são utilizados em conjunto, uma vez que abordam diferentes aspetos da gestão de peso.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_Rwxjbh.title:3ne3ie339ckfk,pt-PT,,,What makes the RESHAPE Bundle different from other weight management programs?,O que diferencia o Bundle RESHAPE de outros programas de controle de peso?
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.faq_pdXt7E.item_Rwxjbh.content:3oqpxmdpu608p,pt-PT,,,"<p>The RESHAPE Bundle focuses on <strong>balance, behavior, and metabolism</strong>, rather than restriction or quick fixes. It supports long-term habits and mindful regulation instead of aggressive or stimulant-heavy approaches.</p>","<p>O Bundle RESHAPE concentra-se no <strong>equilíbrio, comportamento e metabolismo</strong>, em vez de restrições ou soluções rápidas. Ele apoia hábitos de longo prazo e regulação consciente, em vez de abordagens agressivas ou com uso excessivo de estimulantes.</p>"
ONLINE_STORE_THEME,182378103170,section.product.bundle-reshape-actyva.json.related-products.title:2d4gl76ebunut,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.offer_tcaiUb.title:tik1toz0vojz,pt-PT,,,Add 3 or more GUMMIES to the cart to unlock a 10% discount.,Adicione 3 ou mais GUMMIES ao carrinho para desbloquear um desconto de 10%.
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_wVcemr.title:32ea1353fpkx5,pt-PT,,,Benefits,Benefícios
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_wVcemr.content:35mgkaemjfpi8,pt-PT,,,"<p><strong>Vitamin B6 (P-5-P), Vitamin B9 (Methylfolate), and Vitamin B12 (methylcobalamin)</strong> contribute to normal psychological function, normal functioning of the nervous system, and the reduction of tiredness and fatigue — helping maintain balanced energy and focus throughout the day.</p><p>Enhanced with <strong>caffeine</strong> to increase alertness and improve concentration, as well as <strong>L-Theanine</strong> to promote focus without causing drowsiness. </p><p>The formula is enhanced with <strong>Bacopa Monnieri</strong>, <strong>Ashwagandha</strong>, and <strong>Panax Ginseng</strong> — adaptogenic botanicals traditionally used to support mental clarity, stress balance, and cognitive performance.<br/><br/>As this is a natural product, its color and consistency may vary from batch to batch and may look slightly different from the images shown. This variation does not affect the formulation, and its composition remains exactly the same.</p>","<p><strong>A vitamina B6 (P-5-P), a vitamina B9 (metilfolato) e a vitamina B12 (metilcobalamina)</strong> contribuem para o funcionamento psicológico normal, o funcionamento normal do sistema nervoso e a redução do cansaço e da fadiga — ajudando a manter a energia equilibrada e o foco ao longo do dia.</p><p>Enriquecido com <strong>cafeína</strong> para aumentar o estado de alerta e melhorar a concentração, bem como com <strong>L-teanina</strong> para promover o foco sem causar sonolência. </p><p>A fórmula é reforçada com <strong>Bacopa Monnieri</strong>, <strong>Ashwagandha</strong> e <strong>Panax Ginseng</strong> — plantas adaptogénicas tradicionalmente utilizadas para apoiar a clareza mental, o equilíbrio do stress e o desempenho cognitivo.<br/><br/>Como se trata de um produto natural, a sua cor e consistência podem variar de lote para lote e podem parecer ligeiramente diferentes das imagens apresentadas. Esta variação não afeta a formulação, e a sua composição permanece exatamente a mesma.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_YKpMiY.title:m58a21kf10pa,pt-PT,,,How to take,Como tomar
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_YKpMiY.content:agfgbdsstdhj,pt-PT,,,"<p>Take 2 gummies in the morning. Avoid taking them in the afternoon or evening due to the presence of caffeine, which may interfere with sleep. Gummies should be chewed before swallowing.</p><p><strong>Net weight: </strong>180g<br/><strong>Serving size: </strong>2 gummies<br/><strong>Serving per container: </strong>30<br/><strong>Best before: </strong>See packaging</p>","<p>Tome 2 gomas pela manhã. Evite tomá-las à tarde ou à noite devido à presença de cafeína, que pode interferir no sono. As gomas devem ser mastigadas antes de serem engolidas.</p><p><strong>Peso líquido: </strong>180 g<br/><strong>Dose: </strong>2 gomas<br/><strong>Doses por embalagem: </strong>30<br/><strong>Consumir de preferência antes de: </strong>Ver embalagem</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_fDKpXH.title:3msbpfbp4hid4,pt-PT,,,Precautions,Precauções
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_fDKpXH.content:yq6y2yqr1i7l,pt-PT,,,"<p>This product is not intended to diagnose, treat, cure, or prevent any disease. Do not exceed the recommended daily intake. Pregnant or breastfeeding women, children under the age of 18, and individuals with known medical conditions should consult a healthcare professional before using this or any dietary supplement. Do not use in case of allergy or hypersensitivity to any of the ingredients. Food supplements should not be used as a substitute for a varied and balanced diet or a healthy lifestyle.</p><p><strong>Warning</strong><br/>Keep out of reach of children. Always keep the lid tightly closed. Do not use if the safety seal is damaged or missing. Store in a cool, dry place away from direct sunlight.</p>","<p>Este produto não se destina a diagnosticar, tratar, curar ou prevenir qualquer doença. Não exceda a dose diária recomendada. Mulheres grávidas ou a amamentar, crianças com menos de 18 anos e indivíduos com condições médicas conhecidas devem consultar um profissional de saúde antes de utilizar este ou qualquer outro suplemento alimentar. Não utilize em caso de alergia ou hipersensibilidade a qualquer um dos ingredientes. Os suplementos alimentares não devem ser utilizados como substituto de uma dieta variada e equilibrada ou de um estilo de vida saudável.</p><p><strong>Aviso:</strong><br/>Mantenha fora do alcance das crianças. Mantenha sempre a tampa bem fechada. Não utilize se o selo de segurança estiver danificado ou em falta. Armazene num local fresco e seco, longe da luz solar direta.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_MzAHjK.title:2zco6lswiffke,pt-PT,,,Ingredients,Ingredientes
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.main.collapsible_text_MzAHjK.content:lgk4j99swzev,pt-PT,,,"<p><strong>Amount per serving:</strong></p><p>• Creatine Monohydrate - 2000 mg<br/>• L-Theanine - 400 mg<br/>• Bacopa Monnieri (20% bacosides) - 300 mg<br/>• Ashwagandha - 300 mg<br/>• Panax Ginseng - 200 mg<br/>• Natural Caffeine - 80 mg<br/>• Vitamin B6 (P-5-P) - 2.8 mg<br/>• Vitamin B9 (methylfolate) - 400 mcg<br/>• Vitamin B12 (methylcobalamin) - 5 mcg</p><p>Other Ingredients: Glucose Syrup, Raw Cane Sugar, Pectin (gelling agent), Water, Citric Acid (acidulant), Sodium Citrate (acidity regulator), Natural Green Apple and Mint (flavor), Natural Chlorophyllin and Curcumin (coloring agent), Carnauba Wax, Rice Powder.</p>","<p><strong>Quantidade por dose:</strong></p><p>• Monohidrato de creatina - 2000 mg•<br/>L-teanina - 400 mg•<br/>Bacopa monnieri (20% de bacosídeos) - 300 mg•<br/>Ashwagandha - 300 mg•<br/>Panax ginseng - 200 mg•<br/>Cafeína natural - 80 mg•<br/>Vitamina B6 (P-5-P) - 2,8 mg•<br/>Vitamina B9 (metilfolato) - 400<br/>mcg• Vitamina B12 (metilcobalamina) - 5 mcg</p><p>Outros ingredientes: xarope de glicose, açúcar de cana cru, pectina (agente gelificante), água, ácido cítrico (acidificante), citrato de sódio (regulador de acidez), maçã verde natural e menta (aromatizante), clorofilina natural e curcumina (corante), cera de carnaúba, pó de arroz.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.custom_html_fEdAhH.html:31uwr36vc6osl,pt-PT,,,"<p style=""text-align: center""></p>","<p style=""text-align: center""></p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.rich_text_edprTN.heading_nbPERd.text:1hdo8rhbvpbdm,pt-PT,,,Key Ingredients,Ingredientes principais
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.rich_text_edprTN.richtext_FaL7xB.content:30qu2npkcu43m,pt-PT,,,"<p>Each ingredient is carefully selected for purity, scientific support, and functional effectiveness, working together to deliver consistent benefits.</p><p><br/></p><ul><li>Creatine - key compound involved in cellular energy systems supporting daily performance and mental drive</li><li>Bacopa Monnieri – traditionally used to support memory and cognitive performance</li><li>Caffeine + L-Theanine – support alertness, concentration, and calm, sustained focus</li><li>Panax Ginseng – helps support mental energy and performance under demanding conditions</li><li>Ashwagandha – supports stress resilience and mental balance</li><li>Vitamins B6 (P-5-P), B9 (Methylfolate), and B12 (Methylcobalamin) – contribute to normal psychological function, nervous system function, and the reduction of tiredness and fatigueg together to deliver consistent benefits.</li></ul>","<p>Cada ingrediente é cuidadosamente selecionado pela sua pureza, comprovação científica e eficácia funcional, atuando em conjunto para proporcionar benefícios consistentes.</p><p><br/></p><ul><li>Creatina - composto essencial envolvido nos sistemas energéticos celulares, apoiando o desempenho diário e o impulso mental</li><li>Bacopa Monnieri - tradicionalmente utilizada para apoiar a memória e o desempenho cognitivo</li><li>Cafeína + L-teanina - apoiam o estado de alerta, a concentração e o foco calmo e sustentado</li><li>Panax Ginseng - ajuda a apoiar a energia mental e o desempenho em condições exigentes</li><li>Ashwagandha - apoia a resiliência ao stress e o equilíbrio mental</li><li>Vitaminas B6 (P-5-P), B9 (metilfolato) e B12 (metilcobalamina) - contribuem para o funcionamento psicológico normal, o funcionamento do sistema nervoso e a redução do cansaço e da fadiga, atuando em conjunto para proporcionar benefícios consistentes.</li></ul>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.media_grid_FgR8qM.image_MYjfYQ.title:7akqrpw1t4iw,pt-PT,,,Creatine,Creatina
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.media_grid_FgR8qM.image_LaVGnL.title:iir311szdjc6,pt-PT,,,Panax Ginseng,Ginseng Panax
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.media_grid_FgR8qM.image_Ergni8.title:1dsljnk1thetz,pt-PT,,,Apple & Mint flavor,Sabor a maçã e menta
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.media_grid_FgR8qM.image_iMzdNe.title:2cc5ine6n8gbt,pt-PT,,,Bacopa Monnieri,Bacopa monnieri
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_hDXUNB.title:2psczgt92v5ii,pt-PT,,,cGMP Certification,Certificação cGMP
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_hDXUNB.content:39a1fnoyde483,pt-PT,,,<p>Manufactured in cGMP-certified facilities to ensure consistent quality and safety standards.</p>,<p>Fabricado em instalações certificadas pela cGMP para garantir padrões consistentes de qualidade e segurança.</p>
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_ff68WJ.title:3o93twk4edj5g,pt-PT,,,FDA REGISTERED,REGISTADO NA FDA
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_ff68WJ.content:2hpo08601vcsd,pt-PT,,,"<p>Produced in a facility registered with the U.S. Food and Drug Administration, meeting applicable manufacturing requirements.</p>","<p>Produzido em instalações registadas na Administração de Alimentos e Medicamentos dos EUA, em conformidade com os requisitos de fabrico aplicáveis.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_GMyPmM.title:1ipmam0si3zdw,pt-PT,,,Natural Flavor,Sabor natural
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.text_with_icons_K6Mx7a.item_GMyPmM.content:hcsya91s0b3h,pt-PT,,,<p>Formulated using carefully selected natural flavors to deliver an authentic taste experience.</p>,<p>Formulado com sabores naturais cuidadosamente selecionados para proporcionar uma experiência de sabor autêntica.</p>
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.title:2jjz5oz1md23h,pt-PT,,,Frequently Asked Questions,Perguntas frequentes
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_ECxmUc.title:etdi4dev1ft5,pt-PT,,,What is REFOCUS?,O que é o REFOCUS?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_ECxmUc.content:hdo68ysomjk0,pt-PT,,,"<p>REFOCUS is a daily gummy supplement designed to support concentration, mental clarity, and sustained cognitive energy. It helps promote calm alertness and focus, supporting performance throughout mentally demanding days.</p>","<p>REFOCUS é um suplemento diário em forma de gomas, concebido para apoiar a concentração, a clareza mental e a energia cognitiva sustentada. Ajuda a promover um estado de alerta calmo e concentração, apoiando o desempenho ao longo de dias mentalmente exigentes.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_766W78.title:3pmer85qj0og3,pt-PT,,,Who is REFOCUS for?,A quem se destina o REFOCUS?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_766W78.content:13hw9k6p61dze,pt-PT,,,"<p>REFOCUS is intended for adults who want to enhance focus, concentration, and mental performance—such as professionals, creatives, students, or anyone facing high cognitive demands.</p>","<p>REFOCUS destina-se a adultos que desejam melhorar o foco, a concentração e o desempenho mental, como profissionais, criativos, estudantes ou qualquer pessoa que enfrente elevadas exigências cognitivas.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_UemDRQ.title:bo6bjzzf8ac6,pt-PT,,,How do I take REFOCUS?,Como devo tomar REFOCUS?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_UemDRQ.content:2ou4oyxepbtpb,pt-PT,,,"<p>Take 2 gummies in the morning. Gummies should be chewed before swallowing. Avoid taking REFOCUS in the afternoon or evening due to its caffeine content, which may interfere with sleep.</p>","<p>Tome 2 gomas pela manhã. As gomas devem ser mastigadas antes de engolir. Evite tomar REFOCUS à tarde ou à noite devido ao seu teor de cafeína, que pode interferir no sono.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_mjGQq8.title:2bsf3hhj6qut0,pt-PT,,,Does REFOCUS contain caffeine?,O REFOCUS contém cafeína?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_mjGQq8.content:97zhia9fnovx,pt-PT,,,"<p>Yes. REFOCUS contains natural caffeine, which helps increase alertness and improve concentration. It is combined with L-Theanine to support focused energy without excessive stimulation.</p>","<p>Sim. REFOCUS contém cafeína natural, que contribui para aumentar o estado de alerta e melhorar a concentração. É combinada com L-teanina para apoiar a energia focada sem estimulação excessiva.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_QpBPiq.title:3haj2df6oot3b,pt-PT,,,Will REFOCUS make me feel jittery or overstimulated?,O REFOCUS pode causar nervosismo ou excitação excessiva?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_QpBPiq.content:25ul6speku07i,pt-PT,,,"<p>REFOCUS is formulated to promote balanced focus, not overstimulation. The combination of caffeine with L-Theanine and adaptogens helps support calm, steady alertness rather than nervous energy.</p>","<p>REFOCUS foi formulado para promover um foco equilibrado, sem estimulação excessiva. A combinação de cafeína com L-teanina e adaptógenos ajuda a manter uma calma e um estado de alerta constante, em vez de energia nervosa.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_GX89X9.title:6c1g9e5j66b7,pt-PT,,,When will I notice results?,Quando é que notarei os resultados?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_GX89X9.content:uvta7aug9rga,pt-PT,,,"<p>Individual responses vary. Some people notice improved focus and alertness shortly after use, while benefits related to mental resilience and sustained concentration may develop with regular daily use.</p>","<p>As respostas individuais variam. Algumas pessoas notam uma melhoria na concentração e no estado de alerta logo após o uso, enquanto os benefícios relacionados à resiliência mental e à concentração sustentada podem se desenvolver com o uso diário regular.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_7yVpTV.title:31aenkilngvnq,pt-PT,,,Does REFOCUS support mental resilience and stress balance?,O REFOCUS promove a resiliência mental e o equilíbrio do stress?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_7yVpTV.content:spgv740emgb3,pt-PT,,,"<p>Yes. REFOCUS includes adaptogenic botanicals such as Bacopa Monnieri, Ashwagandha, and Panax Ginseng, traditionally used to support cognitive performance and stress adaptation.</p>","<p>Sim. REFOCUS inclui ingredientes botânicos adaptogénicos, como Bacopa Monnieri, Ashwagandha e Panax Ginseng, tradicionalmente utilizados para apoiar o desempenho cognitivo e a adaptação ao stress.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_4m3Tyr.title:10dpvhmeg1ggp,pt-PT,,,Can I take REFOCUS with other supplements?,Posso tomar REFOCUS com outros suplementos?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_4m3Tyr.content:2ortc75v0c0y8,pt-PT,,,"<p>REFOCUS can generally be taken alongside other food supplements. If you are using products that affect energy, mood, or the nervous system, consult a healthcare professional for personalized advice.</p>","<p>REFOCUS pode ser tomado em conjunto com outros suplementos alimentares. Caso esteja a utilizar produtos que afetam a energia, o humor ou o sistema nervoso, consulte um profissional de saúde para obter aconselhamento personalizado.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_KzM9XY.title:18wo1vcyvj8lk,pt-PT,,,Is REFOCUS safe for daily use?,O REFOCUS é seguro para uso diário?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_KzM9XY.content:3o3yuw39vepkx,pt-PT,,,"<p>REFOCUS is formulated for daily use when taken as directed. Do not exceed the recommended daily intake. If you have a medical condition or sensitivity to caffeine, consult a healthcare professional before use.</p>","<p>REFOCUS foi formulado para uso diário quando tomado conforme as instruções. Não exceda a dose diária recomendada. Se tiver alguma condição médica ou sensibilidade à cafeína, consulte um profissional de saúde antes de usar.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_BKWYYE.title:3vj5hzk3dmdyv,pt-PT,,,Can pregnant or breastfeeding women take REFOCUS?,Mulheres grávidas ou a amamentar podem tomar REFOCUS?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_BKWYYE.content:s2xx7lcxd1j2,pt-PT,,,<p>REFOCUS is not recommended for pregnant or breastfeeding women unless advised by a qualified healthcare professional.</p>,"<p>REFOCUS não é recomendado para mulheres grávidas ou a amamentar, a menos que seja aconselhado por um profissional de saúde qualificado.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_8xqhE6.title:3mmn8mcdn5e1y,pt-PT,,,What makes REFOCUS different from other focus or nootropic products?,O que diferencia o REFOCUS de outros produtos para concentração ou nootrópicos?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_8xqhE6.content:32h0g3lcqugf,pt-PT,,,"<p>REFOCUS combines nootropics, adaptogens, and bioactive nutrients to support focus, clarity, and sustained energy, without relying on high stimulant doses or short-lived effects.</p>","<p>REFOCUS combina nootrópicos, adaptógenos e nutrientes bioativos para apoiar o foco, a clareza e a energia sustentada, sem depender de altas doses de estimulantes ou efeitos de curta duração.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_dYxgEV.title:3nibjlb1aip8d,pt-PT,,,How should REFOCUS be stored?,Como o REFOCUS deve ser armazenado?
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.faq_EQnXcE.item_dYxgEV.content:3ccc3587fks1g,pt-PT,,,"<p>Store in a cool, dry place, away from direct sunlight. Always keep the lid tightly closed, keep out of reach of children, and do not use if the safety seal is damaged or missing.</p>","<p>Armazene em local fresco e seco, longe da luz solar direta. Mantenha sempre a tampa bem fechada, fora do alcance das crianças, e não utilize se o selo de segurança estiver danificado ou ausente.</p>"
ONLINE_STORE_THEME,182378103170,section.product.gummies-refocus.json.related-products.title:1wzmr9xk7zf6y,pt-PT,,,You may also like,Você também pode gostar
ONLINE_STORE_THEME,182378103170,section.product.gummies-remethyl.json.main.offer_9MbqF6.title:1gb13q8meszfh,pt-PT,,,Add 3 or more GUMMIES to the cart to unlock a 10% discount.,Adicione 3 ou mais GUMMIES ao carrinho para desbloquear um desconto de 10%.
ONLINE_STORE_THEME,182378103170,section.product.gummies-remethyl.json.main.collapsible_text_4hbtb3.title:1oc38yhky1kxz,pt-PT,,,Benefits,Benefícios
