Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,186261216985474,value,pt-PT,,,"[{""id"":""gid://shopify/SellingPlan/710754795906"",""groupId"":98062336386,""appstleCycles"":[],""sequence"":0}]",
METAFIELD,186261294842242,value,pt-PT,,,"{""frequencyCount"":1,""frequencyInterval"":""MONTH"",""billingFrequencyCount"":1,""payAsYouGoPrepaidBillingFrequencyCount"":null,""billingFrequencyInterval"":""MONTH"",""frequencyName"":""Monthly Subscription"",""frequencyDescription"":"""",""discountOffer"":10.0,""discountOffer2"":null,""afterCycle1"":0,""afterCycle2"":null,""discountType"":""PERCENTAGE"",""discountType2"":null,""discountEnabled"":true,""discountEnabled2"":null,""discountEnabledMasked"":true,""discountEnabled2Masked"":null,""id"":""gid://shopify/SellingPlan/710754795906"",""frequencyType"":""ON_PURCHASE_DAY"",""specificDayValue"":null,""specificMonthValue"":null,""specificDayEnabled"":false,""maxCycles"":null,""minCycles"":3,""cutOff"":0,""prepaidFlag"":""false"",""idNew"":""gid://shopify/SellingPlan/710754795906"",""planType"":""PAY_AS_YOU_GO"",""deliveryPolicyPreAnchorBehavior"":""ASAP"",""freeTrialEnabled"":false,""freeTrialCount"":null,""freeTrialInterval"":null,""memberOnly"":false,""nonMemberOnly"":false,""memberInclusiveTags"":null,""memberExclusiveTags"":null,""formFieldJson"":""[]"",""upcomingOrderEmailBuffer"":null,""frequencySequence"":0,""groupName"":null,""groupId"":null,""repeatingCycle"":false,""repeatingNumberOfCycle"":null,""keepOriginalNextBillingDateAfterTrial"":null,""defaultSelectedPlan"":false,""inventoryPolicyReserve"":""ON_SALE"",""appstleCycles"":[]}",
METAFIELD,186541304217986,value,pt-PT,,,"<style>  </style> <section class='jdgm-revs-tab__wrapper'> <style>.jdgm-revs-tab{display: none}</style> <div class='jdgm-mask'></div> <div class='jdgm-revs-tab__main'> <div class='jdgm-revs-tab__content'> <div class='jdgm-revs-tab__content-header' data-number-of-product-reviews='2' data-number-of-shop-reviews='0'> <a style='display: none' href='#' class='jdgm-write-rev-link'>Write a review</a> <div class='jdgm-histogram jdgm-temp-hidden'>  <div class='jdgm-histogram__row' data-rating='5' data-frequency='1' data-percentage='50'>  <div class='jdgm-histogram__star' role='button' aria-label=""50% (1) reviews with 5 star rating""  tabindex='0' ><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span></div> <div class='jdgm-histogram__bar'> <div class='jdgm-histogram__bar-content' style='width: 50%;'> </div> </div> <div class='jdgm-histogram__percentage'>50%</div> <div class='jdgm-histogram__frequency'>(1)</div> </div>  <div class='jdgm-histogram__row' data-rating='4' data-frequency='0' data-percentage='0'>  <div class='jdgm-histogram__star' role='button' aria-label=""0% (0) reviews with 4 star rating""  tabindex='0' ><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--off'></span></div> <div class='jdgm-histogram__bar'> <div class='jdgm-histogram__bar-content' style='width: 0%;'> </div> </div> <div class='jdgm-histogram__percentage'>0%</div> <div class='jdgm-histogram__frequency'>(0)</div> </div>  <div class='jdgm-histogram__row' data-rating='3' data-frequency='0' data-percentage='0'>  <div class='jdgm-histogram__star' role='button' aria-label=""0% (0) reviews with 3 star rating""  tabindex='0' ><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span></div> <div class='jdgm-histogram__bar'> <div class='jdgm-histogram__bar-content' style='width: 0%;'> </div> </div> <div class='jdgm-histogram__percentage'>0%</div> <div class='jdgm-histogram__frequency'>(0)</div> </div>  <div class='jdgm-histogram__row' data-rating='2' data-frequency='0' data-percentage='0'>  <div class='jdgm-histogram__star' role='button' aria-label=""0% (0) reviews with 2 star rating""  tabindex='0' ><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span></div> <div class='jdgm-histogram__bar'> <div class='jdgm-histogram__bar-content' style='width: 0%;'> </div> </div> <div class='jdgm-histogram__percentage'>0%</div> <div class='jdgm-histogram__frequency'>(0)</div> </div>  <div class='jdgm-histogram__row' data-rating='1' data-frequency='0' data-percentage='0'>  <div class='jdgm-histogram__star' role='button' aria-label=""0% (0) reviews with 1 star rating""  tabindex='0' ><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span><span class='jdgm-star jdgm--off'></span></div> <div class='jdgm-histogram__bar'> <div class='jdgm-histogram__bar-content' style='width: 0%;'> </div> </div> <div class='jdgm-histogram__percentage'>0%</div> <div class='jdgm-histogram__frequency'>(0)</div> </div>  <div class='jdgm-histogram__row jdgm-histogram__clear-filter' data-rating=null tabindex='0'></div> </div>  <div class=""jdgm-medals-wrapper jdgm-hidden"" data-updated-at='2026-02-19T17:44:27Z'> <style type=""text/css""></style> <div class=""jdgm-medals"" data-link=""https://app.judge.me/reviews/medals""> <div class=""jdgm-medals__container""> <div class=""jdgm-medal-wrapper"" title=""Diamond Transparent Shop. Published 100% of verified reviews received in total""> <a class=""jdgm-medal jdgm--loading"" data-value="""" data-type=""tran"" data-tier=""diamond""> <div class=""jdgm-medal__image"" data-url=""tran/diamond.svg"" data-alt=""Judge.me Diamond Transparent Shop medal""></div> </a> </div> </div> </div> </div> <div class='jdgm-rev-widg__sort-wrapper'></div> </div> <div class='jdgm-revs-tab__content-body'> <div class='jdgm-revs-tab__reviews'><div class='jdgm-rev jdgm-divider-top' data-verified-buyer='true' data-review-id='318fbfd0-aec6-42e1-9185-2a06b0f24b0b' data-thumb-up-count='0' data-thumb-down-count='0'> <div class='jdgm-rev__header'>  <div class='jdgm-rev__icon' > J </div>  <span class='jdgm-rev__rating' data-score='5' tabindex='0' aria-label='5 star review' role='img'> <span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span><span class='jdgm-star jdgm--on'></span> </span> <span class='jdgm-rev__timestamp jdgm-spinner' data-content='2026-02-18 19:15:41 UTC'></span>  <span class='jdgm-rev__prod-info-wrapper'> <span class='jdgm-rev__prod-link-prefix'></span>  <a href='/products/shots-reset#judgeme_product_reviews' target='_blank' class='jdgm-rev__prod-link'> RESET SHOTS </a>  </span> <div class='jdgm-rev__br'></div> <span class='jdgm-rev__buyer-badge-wrapper'>  <span class='jdgm-rev__buyer-badge'></span>  </span> <span class='jdgm-rev__author-wrapper'> <span class='jdgm-rev__author'>Johanna B.</span> <span class='jdgm-rev__location' >  </span> </span> </div> <div class='jdgm-rev__content'> <div class='jdgm-rev__custom-form'>  </div> <b class='jdgm-rev__title'></b> <div class='jdgm-rev__body'><p>I’m loving the shots !   Getting better sleep and waking up rested</p></div> <div class='jdgm-rev__pics'>  </div> <div class='jdgm-rev__vids'>   </div> </div> <div class='jdgm-rev__actions'> <div class='jdgm-rev__social'></div> <div class='jdgm-rev__votes'></div> </div> <div class='jdgm-rev__reply'>  </div> </div></div> <div class='jdgm-spinner jdgm-revs-tab__spinner' style='display: none'> </div> <div class='jdgm-paginate' data-per-page='5' data-url='https://api.judge.me/reviews/reviews_for_reviews_tab' style=""display: none;""></div> </div> </div> </div> </section>",
METAFIELD,186541304283522,value,pt-PT,,,"{""number_of_reviews"":2,""number_of_shop_reviews"":0,""number_of_product_reviews"":2,""average_rating"":""5.00"",""histogram"":[{""rating"":5,""frequency"":1,""percentage"":50,""extra_class"":null},{""rating"":4,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":3,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":2,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":1,""frequency"":0,""percentage"":0,""extra_class"":null}],""photo_gallery"":null,""shop_medals"":[{""type"":""tran"",""tier"":""diamond"",""tier_key"":500,""medal_image_url"":""https://judgeme-public-images.imgix.net/judgeme/medals-v2-2025-rebranding/tran/diamond.svg"",""title"":""Diamond Transparent Shop"",""description"":""Published 100% of verified reviews received in total""}],""multi_language_sorting_enabled"":true,""ai_summary_text"":"""",""primary_language"":""en"",""all_reviews"":[],""all_reviews_pagination"":{""total_pages"":1,""total_count"":2,""current_page"":1,""per_page"":10},""all_reviews_primary_language_reviews"":[{""uuid"":""318fbfd0-aec6-42e1-9185-2a06b0f24b0b"",""title"":"""",""rating"":5,""body_html"":""<p>I’m loving the shots !   Getting better sleep and waking up rested</p>"",""body"":""I’m loving the shots !   Getting better sleep and waking up rested"",""verified_buyer"":true,""created_at"":""2026-02-18T19:15:41.532Z"",""reviewer_name"":""Johanna B."",""reviewer_initial"":""J"",""cf_answers"":[],""reply_content"":null,""pictures_urls"":[],""video_external_ids"":[],""thumb_up"":0,""thumb_down"":0,""location_country"":"""",""location_country_code"":"""",""location"":"""",""source"":null,""product_title"":""RESET SHOTS"",""encoded_product_id"":""Dj3LAKPE"",""encoded_shop_id"":""zWVXpXXD"",""is_shopify_lite"":false,""product_url"":""/products/shots-reset"",""product_url_with_utm"":""https://www.cellpowerx.com/products/shots-reset?jdgm_referral_location=widget&ref=judge.me&utm_campaign=judgeme-review-site&utm_medium=referral&utm_source=judgeme"",""product_in_store"":true,""product_variant_title"":"""",""profile_img_idx"":4,""avatar_image_url"":null,""gravatar_hash"":null,""media_platform_hosted_video_infos"":[],""country_code_show_flag"":null,""pinned"":null,""in_a_group"":false,""shop_reply_name"":""CellPowerX"",""transparency_badges"":[""review_collected_via_store_invitation""],""language"":""en"",""is_for_product_from_group"":null,""product_variant_image_url"":""https://cdn.shopify.com/s/files/1/0929/2408/4610/files/Shots_Reset_3.4_ed542fa2-c64b-4738-a0ae-0e2c3e2794a4.webp?v=1759502997"",""is_for_product_from_bundle"":false,""product_pictures_url"":""https://cdn.shopify.com/s/files/1/0929/2408/4610/files/Shots_Reset_3.4_ed542fa2-c64b-4738-a0ae-0e2c3e2794a4.webp?v=1759502997"",""review_site_product_path"":null,""is_shop_review"":false}],""all_reviews_primary_language_pagination"":{""total_pages"":1,""current_page"":1,""per_page"":10,""total_count"":1},""all_reviews_other_language_reviews"":[],""all_reviews_other_language_pagination"":{""total_pages"":0,""current_page"":1,""per_page"":3,""total_count"":0},""product_reviews"":[],""product_reviews_pagination"":{""total_pages"":1,""total_count"":2,""current_page"":1,""per_page"":10},""product_reviews_primary_language_reviews"":[{""uuid"":""318fbfd0-aec6-42e1-9185-2a06b0f24b0b"",""title"":"""",""rating"":5,""body_html"":""<p>I’m loving the shots !   Getting better sleep and waking up rested</p>"",""body"":""I’m loving the shots !   Getting better sleep and waking up rested"",""verified_buyer"":true,""created_at"":""2026-02-18T19:15:41.532Z"",""reviewer_name"":""Johanna B."",""reviewer_initial"":""J"",""cf_answers"":[],""reply_content"":null,""pictures_urls"":[],""video_external_ids"":[],""thumb_up"":0,""thumb_down"":0,""location_country"":"""",""location_country_code"":"""",""location"":"""",""source"":null,""product_title"":""RESET SHOTS"",""encoded_product_id"":""Dj3LAKPE"",""encoded_shop_id"":""zWVXpXXD"",""is_shopify_lite"":false,""product_url"":""/products/shots-reset"",""product_url_with_utm"":""https://www.cellpowerx.com/products/shots-reset?jdgm_referral_location=widget&ref=judge.me&utm_campaign=judgeme-review-site&utm_medium=referral&utm_source=judgeme"",""product_in_store"":true,""product_variant_title"":"""",""profile_img_idx"":4,""avatar_image_url"":null,""gravatar_hash"":null,""media_platform_hosted_video_infos"":[],""country_code_show_flag"":null,""pinned"":null,""in_a_group"":false,""shop_reply_name"":""CellPowerX"",""transparency_badges"":[""review_collected_via_store_invitation""],""language"":""en"",""is_for_product_from_group"":null,""product_variant_image_url"":""https://cdn.shopify.com/s/files/1/0929/2408/4610/files/Shots_Reset_3.4_ed542fa2-c64b-4738-a0ae-0e2c3e2794a4.webp?v=1759502997"",""is_for_product_from_bundle"":false,""product_pictures_url"":""https://cdn.shopify.com/s/files/1/0929/2408/4610/files/Shots_Reset_3.4_ed542fa2-c64b-4738-a0ae-0e2c3e2794a4.webp?v=1759502997"",""review_site_product_path"":null,""is_shop_review"":false}],""product_reviews_primary_language_pagination"":{""total_pages"":1,""current_page"":1,""per_page"":10,""total_count"":1},""product_reviews_other_language_reviews"":[],""product_reviews_other_language_pagination"":{""total_pages"":0,""current_page"":1,""per_page"":3,""total_count"":0},""shop_reviews"":[],""shop_reviews_pagination"":{""total_pages"":0,""total_count"":0,""current_page"":1,""per_page"":10},""shop_reviews_primary_language_reviews"":[],""shop_reviews_primary_language_pagination"":{""total_pages"":0,""current_page"":1,""per_page"":10,""total_count"":0},""shop_reviews_other_language_reviews"":[],""shop_reviews_other_language_pagination"":{""total_pages"":0,""current_page"":1,""per_page"":3,""total_count"":0},""custom_form_filters_and_averages"":{""choice_cfs"":[],""graphic_cfs"":[]},""sort_key"":""created_at""}",
METAFIELD,186543777055106,value,pt-PT,,,ahead,
METAFIELD,186543781020034,value,pt-PT,,,ahead,
METAFIELD,186543782068610,value,pt-PT,,,ahead,
METAFIELD,186556981084546,value,pt-PT,,,"{""average_rating"":""5.00"",""number_of_reviews"":2,""ai_summary_text"":""Store offers products that customers find effective for improving sleep quality and overall wellness. Users report positive results including better rest and waking up refreshed. Customer feedback indicates satisfaction with product performance and benefits."",""keywords"":[{""keyword"":""Sleep"",""sentiment"":""positive""},{""keyword"":""Rest"",""sentiment"":""positive""},{""keyword"":""Shots"",""sentiment"":""positive""}],""histogram"":[{""rating"":5,""frequency"":1,""percentage"":50,""extra_class"":null},{""rating"":4,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":3,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":2,""frequency"":0,""percentage"":0,""extra_class"":null},{""rating"":1,""frequency"":0,""percentage"":0,""extra_class"":null}],""photo_gallery"":null,""shop_medals"":[{""type"":""tran"",""tier"":""diamond"",""tier_key"":500,""medal_image_url"":""https://judgeme-public-images.imgix.net/judgeme/medals-v2-2025-rebranding/tran/diamond.svg"",""title"":""Diamond Transparent Shop"",""description"":""Published 100% of verified reviews received in total""}],""ai_summary_translations"":{""en"":{""text"":""Store offers products that customers find effective for improving sleep quality and overall wellness. Users report positive results including better rest and waking up refreshed. Customer feedback indicates satisfaction with product performance and benefits."",""highlights"":[""Getting better sleep and waking up rested""]},""de"":{""text"":""Das Geschäft bietet Produkte an, die Kunden für wirksam halten, um die Schlafqualität und das allgemeine Wohlbefinden zu verbessern. Benutzer berichten von positiven Ergebnissen, darunter eine bessere Erholung und ein erfrischtes Aufwachen. Kundenfeedback zeigt, dass sie mit der Produktleistung und den Vorteilen zufrieden sind."",""highlights"":[""Besser schlafen und ausgeruht aufwachen""]},""pl"":{""text"":""Sklep oferuje produkty, które klienci uważają za skuteczne w poprawie jakości snu i ogólnego samopoczucia. Użytkownicy zgłaszają pozytywne wyniki, w tym lepszy odpoczynek i budzenie się odświeżone. Opinie klientów wskazują na zadowolenie z wydajności produktu i korzyści."",""highlights"":[""Lepszy sen i budzenie się wypoczęte""]},""pt"":{""text"":""A loja oferece produtos que os clientes consideram eficazes para melhorar a qualidade do sono e o bem-estar geral. Os usuários relatam resultados positivos, incluindo melhor descanso e acordar revigorados. O feedback do cliente indica satisfação com o desempenho e os benefícios do produto."",""highlights"":[""Dormir melhor e acordar descansado""]}}}",
METAFIELD,186596851089794,value,pt-PT,,,"<div class=""jdgm-medals-wrapper jdgm-hidden jdgm-widget"" data-updated-at='2026-02-19T17:44:27Z'> <style type=""text/css""></style> <div class=""jdgm-verified-wrapper""> <div class=""jdgm-rating""> <span class=""jdgm-rating__stars"" data-score=""5.0""></span> <span class=""jdgm-rating__count"" data-value=""1""></span> </div> <div class=""jdgm-verified-by""> <span class=""jdgm-verified-by__text""></span> <span class=""jdgm-verified-by__image""></span> </div> </div> <div class=""jdgm-medals"" data-link=""https://app.judge.me/reviews/medals""> <div class=""jdgm-medals__container""> <div class=""jdgm-medal-wrapper"" title=""Diamond Transparent Shop. Published 100% of verified reviews received in total""> <a class=""jdgm-medal jdgm--loading"" data-value="""" data-type=""tran"" data-tier=""diamond""> <div class=""jdgm-medal__image"" data-url=""tran/diamond.svg"" data-alt=""Judge.me Diamond Transparent Shop medal""></div> </a> </div> </div> </div> </div>",
METAFIELD,186604057756034,value,pt-PT,,,ahead,
METAFIELD,186604065522050,value,pt-PT,,,ahead,
METAFIELD,186604075254146,value,pt-PT,,,ahead,
METAFIELD,186604384715138,value,pt-PT,,,ahead,
METAFIELD,186604392907138,value,pt-PT,,,ahead,
METAFIELD,186640505045378,value,pt-PT,,,Bestseller,
METAFIELD,186656536953218,value,pt-PT,,,5730523774,
METAOBJECT,362003235202,label,pt-PT,,,Adults,
METAOBJECT,362003267970,label,pt-PT,,,Mint,
METAOBJECT,362003300738,label,pt-PT,,,Apple,
METAOBJECT,362003333506,label,pt-PT,,,Vitamin B6,
METAOBJECT,362003366274,label,pt-PT,,,Ginseng,
METAOBJECT,362003399042,label,pt-PT,,,Creatine,
METAOBJECT,362003431810,label,pt-PT,,,Vitamin B9 (folic acid),
METAOBJECT,362003464578,label,pt-PT,,,Vitamin B12,
PAGE,693650063746,title,pt-PT,,,Our Science,A nossa ciência
PAGE,693650063746,body_html,pt-PT,,,<p>Our Science</p>,<p>A nossa ciência</p>
PAGE,693650063746,handle,pt-PT,,,our-science,a nossa ciência
PAGE,693650096514,title,pt-PT,,,About,Sobre
PAGE,693650096514,handle,pt-PT,,,about,sobre
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.image_with_text_overlay_7eKYq8.subheading_w3K6KT.text:smsm2vhjq6yo,pt-PT,,,Let's answer your question,Vamos responder à sua pergunta.
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.image_with_text_overlay_7eKYq8.heading_f9etk4.text:21libmvmhrd4j,pt-PT,,,Because Your Heath Matters for Us,Porque a sua saúde é importante para nós
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.image_with_text_overlay_7eKYq8.richtext_pBWUxa.content:28tijxxpum1ei,pt-PT,,,"<p>Use this text to share information about your brand with your customers. Describe a product, share announcements, or welcome customers to your store.</p>","<p>Utilize este texto para partilhar informações sobre a sua marca com os seus clientes. Descreva um produto, partilhe anúncios ou dê as boas-vindas aos clientes à sua loja.</p>"
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.rich_text_BYn3br.subheading_VPjhMQ.text:39weo9v4jvdfy,pt-PT,,,Subheading,Subtítulo
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.rich_text_BYn3br.heading_HyBcR7.text:2od8is9qoldnr,pt-PT,,,Heading,Título
ONLINE_STORE_THEME,182378103170,section.page.aboutus.json.rich_text_BYn3br.richtext_W7fcdT.content:10w1ar9ojosba,pt-PT,,,"<p>Use this text to share information about your brand with your customers. Describe a product, share announcements, or welcome customers to your store.</p>","<p>Utilize este texto para partilhar informações sobre a sua marca com os seus clientes. Descreva um produto, partilhe anúncios ou dê as boas-vindas aos clientes à sua loja.</p>"
PAGE,693650129282,title,pt-PT,,,For Business,Para empresas
PAGE,693650129282,body_html,pt-PT,,,<p>Our B2B products</p>,<p>Os nossos produtos B2B</p>
PAGE,693650129282,handle,pt-PT,,,professional,profissional
PAGE,695786832258,title,pt-PT,,,Contact Us,Entre em contacto conosco
PAGE,695786832258,handle,pt-PT,,,contact-us,Entre em contacto connosco
ONLINE_STORE_THEME,182378103170,section.page.contact.json.slideshow_fW9Fnm.image_wnMANB.title:1li1n5ujh76z3,pt-PT,,,empowering the body’s innate intelligence to restore and thrive.,capacitar a inteligência inata do corpo para restaurar e prosperar.
ONLINE_STORE_THEME,182378103170,section.page.contact.json.rich_text_ceTcmn.richtext_KcGydy.content:17tpmvtrwlco7,pt-PT,,,"<p>Our story didn't begin with a product, but with a question born from clinical practice: <strong>How can we move beyond symptoms to restore the body's fundamental cellular communication?</strong></p><p>This question has been the driving force behind a mission that spans over two decades, <strong>blending pioneering research with the real-world needs of thousands of individuals</strong> seeking to unlock their full biological potential.</p>","<p>A nossa história não começou com um produto, mas com uma questão que surgiu da prática clínica: <strong>como podemos ir além dos sintomas para restaurar a comunicação celular fundamental do corpo?</strong></p><p>Esta questão tem sido a força motriz por trás de uma missão que se estende por mais de duas décadas, <strong>combinando investigação pioneira com as necessidades reais de milhares de indivíduos</strong> que procuram libertar todo o seu potencial biológico.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.rich_text_ceTcmn.richtext_KNhwTJ.content:dmc8w316p8rs,pt-PT,,,"<p>It all began with Nuno Nina. Driven by an unending curiosity about the connection between the body’s electrical nature and its biology, he founded his integrative medicine clinic in Lisbon in 2005. This space became a place of research and discovery where he could explore the human body as an electrochemical network and develop new methods to restore its natural balance.<br/><br/>By observing that the best results emerged when we acted upon the body’s bioelectrical systems, we sought to understand how this interaction could influence biochemical processes. Thus, we made it our purpose to develop technologies capable of speaking this language - the language of the electrical body.</p>","<p>Tudo começou com Nuno Nina. Impulsionado por uma curiosidade incessante sobre a ligação entre a natureza elétrica do corpo e a sua biologia, fundou a sua clínica de medicina integrativa em Lisboa, em 2005. Este espaço tornou-se um local de investigação e descoberta, onde ele poderia explorar o corpo humano como uma rede eletroquímica e desenvolver novos métodos para restaurar o seu equilíbrio natural.<br/><br/>Ao observar que os melhores resultados surgiam quando atuávamos sobre os sistemas bioelétricos do corpo, procuramos compreender como essa interação poderia influenciar os processos bioquímicos. Assim, assumimos como nosso objetivo desenvolver tecnologias capazes de falar essa linguagem - a linguagem do corpo elétrico.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_Cp3t6a.title:1nmgg0z4w3tc4,pt-PT,,,"70,000+",Mais de 70.000
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_Cp3t6a.subheading:1rquud7ay0tt4,pt-PT,,,Client Journeys Delivered,Jornadas do cliente realizadas
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_Cp3t6a.content:1501oiqqgrk7h,pt-PT,,,"<p>Patients from around the globe, from elite athletes to executives, have benefited from Nuno Nina's protocols.</p>","<p>Pacientes de todo o mundo, desde atletas de elite a executivos, têm beneficiado dos protocolos de Nuno Nina.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_jAcxMK.title:1enbwrc63jt69,pt-PT,,,'+20 years,Mais de 20 anos
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_jAcxMK.subheading:36eah2h3cvo3h,pt-PT,,,of Clinical Experience,de Experiência Clínica
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_jAcxMK.content:24x4ku325u3w8,pt-PT,,,"<p>Nuno Nina founded his Integrative Medicine Clinic in Lisbon in 2005, pioneering new approaches in bioelectromagnetic and bioinformational medicine.</p>","<p>Nuno Nina fundou a sua Clínica de Medicina Integrativa em Lisboa em 2005, sendo pioneiro em novas abordagens na medicina bioeletromagnética e bioinformacional.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_HbgGQE.title:1k4d1oiz957bt,pt-PT,,,Award-Winning,Premiado
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_HbgGQE.subheading:26ufihuxple1h,pt-PT,,,in science and health,em ciência e saúde
ONLINE_STORE_THEME,182378103170,section.page.contact.json.impact_text_biX3bx.item_HbgGQE.content:aor8j8h54lu8,pt-PT,,,<p>Honored at the Lusofonia Awards in Science and Health for Nuno Nina's exceptional contribution to scientific and technological progress.</p>,<p>Homenageado nos Prémios Lusofonia em Ciência e Saúde pela contribuição excecional de Nuno Nina para o progresso científico e tecnológico.</p>
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_JP8d6L.subheading:5oes9ea90ypt,pt-PT,,,CellPowerX Founder Nuno Nina,"Fundador da CellPowerX, Nuno Nina"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_JP8d6L.title:2nmpp683e7ln1,pt-PT,,,The Mind Behind the Method,A mente por trás do método
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_JP8d6L.content:auvewzs9xsw4,pt-PT,,,"<p>Nuno Nina is the founder and chief visionary of CellPowerX. His life's work is defined by a unique duality: he is both a dedicated practitioner and a pioneering inventor. With over two decades of clinical experience, informed by <strong>more than 70,000 client journeys</strong>, Nuno has developed a <strong>profound understanding</strong> of what the human body truly needs to achieve optimal function.</p><p>This deep, real-world insight is the catalyst for every CellPowerX innovation, <strong>bridging the gap between hands-on application and the frontiers of biophysical science.</strong></p>","<p>Nuno Nina é o fundador e principal visionário da CellPowerX. O trabalho da sua vida é definido por uma dualidade única: ele é um profissional dedicado e um inventor pioneiro. Com mais de duas décadas de experiência clínica, informada por <strong>mais de 70.000 jornadas de clientes</strong>, Nuno desenvolveu uma <strong>compreensão profunda</strong> do que o corpo humano realmente necessita para atingir o seu funcionamento ideal.</p><p>Esta visão profunda e realista é o catalisador de todas as inovações da CellPowerX, <strong>colmatando a lacuna entre a aplicação prática e as fronteiras da ciência biofísica.</strong></p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_AFdxiE.subheading:1sxiikn5u99oq,pt-PT,,,CellPowerX Co-Founder | Nuno Nina,Co-fundador da CellPowerX | Nuno Nina
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_AFdxiE.title:1v8o0vlyz1d0m,pt-PT,,,The Mind Behind the Method,A mente por trás do método
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_UBQhFM.image_AFdxiE.content:1v1bseroqgsj3,pt-PT,,,"<p>Nuno Nina provides the critical link between real-world clinical results and technological development. His unique, multidisciplinary background in Mathematics, Systems Engineering, and Biochemistry allows him to translate complex biological patterns into effective technological solutions. This approach is informed by clinical data and insights gathered from over 70,000 client journeys, serving as the primary catalyst for our research and development into bioelectromagnetic and bioinformational medicine.</p>","<p>Nuno Nina estabelece a ligação fundamental entre os resultados clínicos do mundo real e o desenvolvimento tecnológico. A sua formação multidisciplinar única em Matemática, Engenharia de Sistemas e Bioquímica permite-lhe traduzir padrões biológicos complexos em soluções tecnológicas eficazes. Esta abordagem é baseada em dados clínicos e insights recolhidos de mais de 70.000 percursos de clientes, servindo como o principal catalisador para a nossa investigação e desenvolvimento em medicina bioeletromagnética e bioinformática.</p>"
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_yWiaRc.image_8HfaNm.subheading:1lwr3m6yw6z17,pt-PT,,,CellPowerX Co-Founder | Rita Ventura,Co-fundadora da CellPowerX | Rita Ventura
ONLINE_STORE_THEME,182378103170,section.page.contact.json.media_with_text_yWiaRc.image_8HfaNm.title:3p5or474jmlcn,pt-PT,,,The Force Behind the Vision,A força por trás da visão
